Hispanic_Origin	Race	Year	ICD10.130.Infants	ICD10.Code	Deaths	Population	Crude_Rate
Not Hispanic or Latino	White	2005	"Other and unspecified transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9,V90-V99)"	GR130-142	1	2203849	Unreliable
Not Hispanic or Latino	White	2005	Falls (W00-W19)	GR130-143	13	2203849	Unreliable
Not Hispanic or Latino	White	2005	Accidental drowning and submersion (W65-W74)	GR130-145	41	2203849	1.9
Not Hispanic or Latino	White	2005	Accidental suffocation and strangulation in bed (W75)	GR130-146	272	2203849	12.3
Not Hispanic or Latino	White	2005	"Other accidental suffocation and strangulation (W76-W77,W81-W84)"	GR130-147	103	2203849	4.7
Not Hispanic or Latino	White	2005	Accidental inhalation and ingestion of food or other objects causing obstruction of respiratory tract (W78-W80)	GR130-148	26	2203849	1.2
Not Hispanic or Latino	White	2005	"Accidents caused by exposure to smoke, fire and flames (X00-X09)"	GR130-149	15	2203849	Unreliable
Not Hispanic or Latino	White	2005	Accidental poisoning and exposure to noxious substances (X40-X49)	GR130-150	9	2203849	Unreliable
Not Hispanic or Latino	White	2005	"Other and unspecified accidents (W20-W31,W35-W64,W85-W99,X10-X39,X50-X59)"	GR130-151	29	2203849	1.3
Not Hispanic or Latino	White	2005	"#Assault (homicide) (*U01,X85-Y09)"	GR130-152	139	2203849	6.3
Not Hispanic or Latino	White	2005	"Assault (homicide) by hanging, strangulation and suffocation (X91)"	GR130-153	12	2203849	Unreliable
Not Hispanic or Latino	White	2005	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR130-154	3	2203849	Unreliable
Not Hispanic or Latino	White	2005	"Neglect, abandonment and other maltreatment syndromes (Y06-Y07)"	GR130-155	48	2203849	2.2
Not Hispanic or Latino	White	2005	"Assault (homicide) by other and unspecified means (*U01.0-*U01.3,*U01.5-*U01.9,X85-X90,X92,X96-X99,Y00-Y05,Y08-Y09)"	GR130-156	76	2203849	3.4
Not Hispanic or Latino	White	2005	#Complications of medical and surgical care (Y40-Y84)	GR130-157	4	2203849	Unreliable
Not Hispanic or Latino	White	2005	Other external causes (Y10-Y36)	GR130-158	52	2203849	2.4
Not Hispanic or Latino	White	2006	Certain infectious and parasitic diseases (A00-B99)	GR130-001	175	2191820	8
Not Hispanic or Latino	White	2006	Certain intestinal infectious diseases (A00-A08)	GR130-002	7	2191820	Unreliable
Not Hispanic or Latino	White	2006	#Whooping cough (A37)	GR130-007	4	2191820	Unreliable
Not Hispanic or Latino	White	2006	#Meningococcal infection (A39)	GR130-008	8	2191820	Unreliable
Not Hispanic or Latino	White	2006	#Septicemia (A40-A41)	GR130-009	91	2191820	4.2
Not Hispanic or Latino	White	2006	Viral diseases (A80-B34)	GR130-012	49	2191820	2.2
Not Hispanic or Latino	White	2006	#Human immunodeficiency virus (HIV) disease (B20-B24)	GR130-016	2	2191820	Unreliable
Not Hispanic or Latino	White	2006	"Other and unspecified viral diseases (A81-B00,B02-B04,B06-B19,B25,B27-B34)"	GR130-018	47	2191820	2.1
Not Hispanic or Latino	White	2006	#Candidiasis (B37)	GR130-019	6	2191820	Unreliable
Not Hispanic or Latino	White	2006	"All other and unspecified infectious and parasitic diseases (A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99)"	GR130-022	10	2191820	Unreliable
Not Hispanic or Latino	White	2006	Neoplasms (C00-D48)	GR130-023	81	2191820	3.7
Not Hispanic or Latino	White	2006	#Malignant neoplasms (C00-C97)	GR130-024	47	2191820	2.1
Not Hispanic or Latino	White	2006	Hodgkin's disease and non-Hodgkin's lymphomas (C81-C85)	GR130-025	1	2191820	Unreliable
Not Hispanic or Latino	White	2006	Leukemia (C91-C95)	GR130-026	17	2191820	Unreliable
Not Hispanic or Latino	White	2006	"Other and unspecified malignant neoplasms (C00-C80,C88,C90,C96-C97)"	GR130-027	29	2191820	1.3
Not Hispanic or Latino	White	2006	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR130-028	34	2191820	1.6
Not Hispanic or Latino	White	2006	#Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89)	GR130-029	52	2191820	2.4
Not Hispanic or Latino	White	2006	Anemias (D50-D64)	GR130-030	1	2191820	Unreliable
Not Hispanic or Latino	White	2006	Hemorrhagic conditions and other diseases of blood and blood-forming organs (D65-D76)	GR130-031	33	2191820	1.5
Not Hispanic or Latino	White	2006	Certain disorders involving the immune mechanism (D80-D89)	GR130-032	18	2191820	Unreliable
Not Hispanic or Latino	White	2006	"Endocrine, nutritional and metabolic diseases (E00-E88)"	GR130-033	110	2191820	5
Not Hispanic or Latino	White	2006	"#Short stature, not elsewhere classified (E34.3)"	GR130-034	6	2191820	Unreliable
Not Hispanic or Latino	White	2006	#Nutritional deficiencies (E40-E64)	GR130-035	5	2191820	Unreliable
Not Hispanic or Latino	White	2006	#Cystic fibrosis (E84)	GR130-036	9	2191820	Unreliable
Not Hispanic or Latino	White	2006	"#Volume depletion, disorders of fluid, electrolyte and acid-base balance (E86-E87)"	GR130-037	25	2191820	1.1
Not Hispanic or Latino	White	2006	"All other endocrine, nutritional and metabolic diseases (E00-E32,E34.0-E34.2,E34.4-E34.9,E65-E83,E85,E88)"	GR130-038	65	2191820	3
Not Hispanic or Latino	White	2006	Diseases of the nervous system (G00-G98)	GR130-039	201	2191820	9.2
Not Hispanic or Latino	White	2006	"#Meningitis (G00,G03)"	GR130-040	35	2191820	1.6
Not Hispanic or Latino	White	2006	"#Infantile spinal muscular atrophy, type I (Werdnig-Hoffman) (G12.0)"	GR130-041	5	2191820	Unreliable
Not Hispanic or Latino	White	2006	#Infantile cerebral palsy (G80)	GR130-042	4	2191820	Unreliable
Not Hispanic or Latino	White	2006	"#Anoxic brain damage, not elsewhere classified (G93.1)"	GR130-043	29	2191820	1.3
Not Hispanic or Latino	White	2006	"Other diseases of nervous system (G04,G06-G11,G12.1-G12.9,G20-G72,G81-G92,G93.0,G93.2-G93.9,G95-G98)"	GR130-044	128	2191820	5.8
Not Hispanic or Latino	White	2006	#Diseases of the ear and mastoid process (H60-H93)	GR130-045	2	2191820	Unreliable
Not Hispanic or Latino	White	2006	#Diseases of the circulatory system (I00-I99)	GR130-046	237	2191820	10.8
Not Hispanic or Latino	White	2006	Pulmonary heart disease and diseases of pulmonary circulation (I26-I28)	GR130-047	31	2191820	1.4
Not Hispanic or Latino	White	2006	Cardiomyopathy (I42)	GR130-049	59	2191820	2.7
Not Hispanic or Latino	White	2006	Cardiac arrest (I46)	GR130-050	8	2191820	Unreliable
Not Hispanic or Latino	White	2006	Cerebrovascular diseases (I60-I69)	GR130-051	56	2191820	2.6
Not Hispanic or Latino	White	2006	"All other diseases of circulatory system (I00-I25,I31,I34-I38,I44-I45,I47-I51,I70-I99)"	GR130-052	83	2191820	3.8
Not Hispanic or Latino	White	2006	"Diseases of the respiratory system (J00-J98,U04)"	GR130-053	269	2191820	12.3
Not Hispanic or Latino	White	2006	#Acute upper respiratory infections (J00-J06)	GR130-054	7	2191820	Unreliable
Not Hispanic or Latino	White	2006	#Influenza and pneumonia (J09-J18)	GR130-055	102	2191820	4.7
Not Hispanic or Latino	White	2006	Influenza (J09-J11)	GR130-056	8	2191820	Unreliable
Not Hispanic or Latino	White	2006	Pneumonia (J12-J18)	GR130-057	94	2191820	4.3
Not Hispanic or Latino	White	2006	#Acute bronchitis and acute bronchiolitis (J20-J21)	GR130-058	28	2191820	1.3
Not Hispanic or Latino	White	2006	"#Bronchitis, chronic and unspecified (J40-J42)"	GR130-059	6	2191820	Unreliable
Not Hispanic or Latino	White	2006	#Asthma (J45-J46)	GR130-060	2	2191820	Unreliable
Not Hispanic or Latino	White	2006	#Pneumonitis due to solids and liquids (J69)	GR130-061	5	2191820	Unreliable
Not Hispanic or Latino	White	2006	"Other and unspecified diseases of respiratory system (J22,J30-J39,J43-J44,J47-J68,J70-J98,U04)"	GR130-062	119	2191820	5.4
Not Hispanic or Latino	White	2006	Diseases of the digestive system (K00-K92)	GR130-063	219	2191820	10
Not Hispanic or Latino	White	2006	"#Gastritis, duodenitis, and noninfective enteritis and colitis (K29,K50-K55)"	GR130-064	108	2191820	4.9
Not Hispanic or Latino	White	2006	"#Hernia of abdominal cavity and intestinal obstruction without hernia (K40-K46,K56)"	GR130-065	31	2191820	1.4
Not Hispanic or Latino	White	2006	"All other and unspecified diseases of digestive system (K00-K28,K30-K38,K57-K92)"	GR130-066	80	2191820	3.6
Not Hispanic or Latino	White	2006	Diseases of the genitourinary system (N00-N95)	GR130-067	86	2191820	3.9
Not Hispanic or Latino	White	2006	"#Renal failure and other disorders of kidney (N17-N19,N25,N27)"	GR130-068	71	2191820	3.2
Not Hispanic or Latino	White	2006	"Other and unspecified diseases of genitourinary system (N00-N15,N20-N23,N26,N28-N95)"	GR130-069	15	2191820	Unreliable
Not Hispanic or Latino	White	2006	Certain conditions originating in the perinatal period (P00-P96)	GR130-070	5981	2191820	272.9
Not Hispanic or Latino	White	2006	"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)"	GR130-071	1369	2191820	62.5
Not Hispanic or Latino	White	2006	#Newborn affected by maternal hypertensive disorders (P00.0)	GR130-072	37	2191820	1.7
Not Hispanic or Latino	White	2006	#Newborn affected by other maternal conditions which may be unrelated to present pregnancy (P00.1-P00.9)	GR130-073	36	2191820	1.6
Not Hispanic or Latino	White	2006	#Newborn affected by maternal complications of pregnancy (P01)	GR130-074	739	2191820	33.7
Not Hispanic or Latino	White	2006	Newborn affected by incompetent cervix (P01.0)	GR130-075	164	2191820	7.5
Not Hispanic or Latino	White	2006	Newborn affected by premature rupture of membranes (P01.1)	GR130-076	350	2191820	16
Not Hispanic or Latino	White	2006	Newborn affected by multiple pregnancy (P01.5)	GR130-077	133	2191820	6.1
Not Hispanic or Latino	White	2006	"Newborn affected by other maternal complications of pregnancy (P01.2-P01.4,P01.6-P01.9)"	GR130-078	92	2191820	4.2
Not Hispanic or Latino	White	2006	"#Newborn affected by complications of placenta, cord and membranes (P02)"	GR130-079	484	2191820	22.1
Not Hispanic or Latino	White	2006	Newborn affected by complications involving placenta (P02.0-P02.3)	GR130-080	261	2191820	11.9
Not Hispanic or Latino	White	2006	Newborn affected by complications involving cord (P02.4-P02.6)	GR130-081	27	2191820	1.2
Not Hispanic or Latino	White	2006	Newborn affected by chorioamnionitis (P02.7)	GR130-082	196	2191820	8.9
Not Hispanic or Latino	White	2006	#Newborn affected by other complications of labor and delivery (P03)	GR130-084	49	2191820	2.2
Not Hispanic or Latino	White	2006	#Newborn affected by noxious influences transmitted via placenta or breast milk (P04)	GR130-085	24	2191820	1.1
Not Hispanic or Latino	White	2006	Disorders related to length of gestation and fetal malnutrition (P05-P08)	GR130-086	1851	2191820	84.5
Not Hispanic or Latino	White	2006	#Slow fetal growth and fetal malnutrition (P05)	GR130-087	55	2191820	2.5
Not Hispanic or Latino	White	2006	"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)"	GR130-088	1796	2191820	81.9
Not Hispanic or Latino	White	2006	"Extremely low birth weight or extreme immaturity (P07.0,P07.2)"	GR130-089	1340	2191820	61.1
Not Hispanic or Latino	White	2006	"Other low birth weight or preterm (P07.1,P07.3)"	GR130-090	456	2191820	20.8
Not Hispanic or Latino	White	2006	#Birth trauma (P10-P15)	GR130-092	11	2191820	Unreliable
Not Hispanic or Latino	White	2006	#Intrauterine hypoxia and birth asphyxia (P20-P21)	GR130-093	175	2191820	8
Not Hispanic or Latino	White	2006	Intrauterine hypoxia (P20)	GR130-094	50	2191820	2.3
Not Hispanic or Latino	White	2006	Birth asphyxia (P21)	GR130-095	125	2191820	5.7
Not Hispanic or Latino	White	2006	#Respiratory distress of newborn (P22)	GR130-096	354	2191820	16.2
Not Hispanic or Latino	White	2006	Other respiratory conditions originating in the perinatal period (P23-P28)	GR130-097	557	2191820	25.4
Not Hispanic or Latino	White	2006	#Congenital pneumonia (P23)	GR130-098	48	2191820	2.2
Not Hispanic or Latino	White	2006	#Neonatal aspiration syndromes (P24)	GR130-099	27	2191820	1.2
Not Hispanic or Latino	White	2006	#Interstitial emphysema and related conditions originating in the perinatal period (P25)	GR130-100	80	2191820	3.6
Not Hispanic or Latino	White	2006	#Pulmonary hemorrhage originating in the perinatal period (P26)	GR130-101	70	2191820	3.2
Not Hispanic or Latino	White	2006	#Chronic respiratory disease originating in the perinatal period (P27)	GR130-102	106	2191820	4.8
Not Hispanic or Latino	White	2006	#Atelectasis (P28.0-P28.1)	GR130-103	192	2191820	8.8
Not Hispanic or Latino	White	2006	All other respiratory conditions originating in the perinatal period (P28.2-P28.9)	GR130-104	34	2191820	1.6
Not Hispanic or Latino	White	2006	Infections specific to the perinatal period (P35-P39)	GR130-105	428	2191820	19.5
Not Hispanic or Latino	White	2006	#Bacterial sepsis of newborn (P36)	GR130-106	340	2191820	15.5
Not Hispanic or Latino	White	2006	"All other infections specific to the perinatal period (P35,P37,P39)"	GR130-108	88	2191820	4
Not Hispanic or Latino	White	2006	Hemorrhagic and hematological disorders of newborn (P50-P61)	GR130-109	356	2191820	16.2
Not Hispanic or Latino	White	2006	"#Neonatal hemorrhage (P50-P52,P54)"	GR130-110	303	2191820	13.8
Not Hispanic or Latino	White	2006	#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59)	GR130-112	5	2191820	Unreliable
Not Hispanic or Latino	White	2006	#Hematological disorders (P60-P61)	GR130-113	48	2191820	2.2
Not Hispanic or Latino	White	2006	#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2)	GR130-114	2	2191820	Unreliable
Not Hispanic or Latino	White	2006	#Necrotizing enterocolitis of newborn (P77)	GR130-115	212	2191820	9.7
Not Hispanic or Latino	White	2006	#Hydrops fetalis not due to hemolytic disease (P83.2)	GR130-116	96	2191820	4.4
Not Hispanic or Latino	White	2006	"Other perinatal conditions (P29,P70.3-P70.9,P71-P76,P78-P81,P83.0-P83.1,P83.3-P83.9,P90-P96)"	GR130-117	570	2191820	26
Not Hispanic or Latino	White	2006	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	GR130-118	2963	2191820	135.2
Not Hispanic or Latino	White	2006	Anencephaly and similar malformations (Q00)	GR130-119	177	2191820	8.1
Not Hispanic or Latino	White	2006	Congenital hydrocephalus (Q03)	GR130-120	31	2191820	1.4
Not Hispanic or Latino	White	2006	Spina bifida (Q05)	GR130-121	14	2191820	Unreliable
Not Hispanic or Latino	White	2006	"Other congenital malformations of nervous system (Q01-Q02,Q04,Q06-Q07)"	GR130-122	198	2191820	9
Not Hispanic or Latino	White	2006	Congenital malformations of heart (Q20-Q24)	GR130-123	724	2191820	33
Not Hispanic or Latino	White	2006	Other congenital malformations of circulatory system (Q25-Q28)	GR130-124	107	2191820	4.9
Not Hispanic or Latino	White	2006	Congenital malformations of respiratory system (Q30-Q34)	GR130-125	246	2191820	11.2
Not Hispanic or Latino	White	2006	Congenital malformations of digestive system (Q35-Q45)	GR130-126	51	2191820	2.3
Not Hispanic or Latino	White	2006	Congenital malformations of genitourinary system (Q50-Q64)	GR130-127	268	2191820	12.2
Not Hispanic or Latino	White	2006	"Congenital malformations and deformations of musculoskeletal system, limbs and integument (Q65-Q85)"	GR130-128	315	2191820	14.4
Not Hispanic or Latino	White	2006	Down's syndrome (Q90)	GR130-129	52	2191820	2.4
Not Hispanic or Latino	White	2006	Edward's syndrome (Q91.0-Q91.3)	GR130-130	248	2191820	11.3
Not Hispanic or Latino	White	2006	Patau's syndrome (Q91.4-Q91.7)	GR130-131	166	2191820	7.6
Not Hispanic or Latino	White	2006	"Other congenital malformations and deformations (Q10-Q18,Q86-Q89)"	GR130-132	259	2191820	11.8
Not Hispanic or Latino	White	2006	"Other chromosomal abnormalities, not elsewhere classified (Q92-Q99)"	GR130-133	107	2191820	4.9
Not Hispanic or Latino	White	2006	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	GR130-134	1763	2191820	80.4
Not Hispanic or Latino	White	2006	#Sudden infant death syndrome (R95)	GR130-135	1246	2191820	56.8
Not Hispanic or Latino	White	2006	"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)"	GR130-136	517	2191820	23.6
Not Hispanic or Latino	White	2006	"All other diseases (F00-F99,H00-H57,L00-M99)"	GR130-137	11	2191820	Unreliable
Not Hispanic or Latino	White	2006	"External causes of mortality (*U01,V01-Y84)"	GR130-138	756	2191820	34.5
Not Hispanic or Latino	White	2006	#Accidents (unintentional injuries) (V01-X59)	GR130-139	555	2191820	25.3
Not Hispanic or Latino	White	2006	Transport accidents (V01-V99)	GR130-140	59	2191820	2.7
Not Hispanic or Latino	White	2006	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	GR130-141	58	2191820	2.6
Not Hispanic or Latino	White	2006	"Other and unspecified transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9,V90-V99)"	GR130-142	1	2191820	Unreliable
Not Hispanic or Latino	White	2006	Falls (W00-W19)	GR130-143	14	2191820	Unreliable
Not Hispanic or Latino	White	2006	Accidental drowning and submersion (W65-W74)	GR130-145	29	2191820	1.3
Not Hispanic or Latino	White	2006	Accidental suffocation and strangulation in bed (W75)	GR130-146	274	2191820	12.5
Not Hispanic or Latino	White	2006	"Other accidental suffocation and strangulation (W76-W77,W81-W84)"	GR130-147	100	2191820	4.6
Not Hispanic or Latino	White	2006	Accidental inhalation and ingestion of food or other objects causing obstruction of respiratory tract (W78-W80)	GR130-148	32	2191820	1.5
Not Hispanic or Latino	White	2006	"Accidents caused by exposure to smoke, fire and flames (X00-X09)"	GR130-149	15	2191820	Unreliable
Not Hispanic or Latino	White	2006	Accidental poisoning and exposure to noxious substances (X40-X49)	GR130-150	6	2191820	Unreliable
Not Hispanic or Latino	White	2006	"Other and unspecified accidents (W20-W31,W35-W64,W85-W99,X10-X39,X50-X59)"	GR130-151	26	2191820	1.2
Not Hispanic or Latino	White	2006	"#Assault (homicide) (*U01,X85-Y09)"	GR130-152	145	2191820	6.6
Not Hispanic or Latino	White	2006	"Assault (homicide) by hanging, strangulation and suffocation (X91)"	GR130-153	18	2191820	Unreliable
Not Hispanic or Latino	White	2006	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR130-154	1	2191820	Unreliable
Not Hispanic or Latino	White	2006	"Neglect, abandonment and other maltreatment syndromes (Y06-Y07)"	GR130-155	32	2191820	1.5
Not Hispanic or Latino	White	2006	"Assault (homicide) by other and unspecified means (*U01.0-*U01.3,*U01.5-*U01.9,X85-X90,X92,X96-X99,Y00-Y05,Y08-Y09)"	GR130-156	94	2191820	4.3
Not Hispanic or Latino	White	2006	#Complications of medical and surgical care (Y40-Y84)	GR130-157	10	2191820	Unreliable
Not Hispanic or Latino	White	2006	Other external causes (Y10-Y36)	GR130-158	46	2191820	2.1
Not Hispanic or Latino	White	2007	Certain infectious and parasitic diseases (A00-B99)	GR130-001	181	2210644	8.2
Not Hispanic or Latino	White	2007	Certain intestinal infectious diseases (A00-A08)	GR130-002	4	2210644	Unreliable
Not Hispanic or Latino	White	2007	#Whooping cough (A37)	GR130-007	2	2210644	Unreliable
Not Hispanic or Latino	White	2007	#Meningococcal infection (A39)	GR130-008	6	2210644	Unreliable
Not Hispanic or Latino	White	2007	#Septicemia (A40-A41)	GR130-009	98	2210644	4.4
Not Hispanic or Latino	White	2007	#Congenital syphilis (A50)	GR130-010	1	2210644	Unreliable
Not Hispanic or Latino	White	2007	Viral diseases (A80-B34)	GR130-012	55	2210644	2.5
Not Hispanic or Latino	White	2007	#Human immunodeficiency virus (HIV) disease (B20-B24)	GR130-016	1	2210644	Unreliable
Not Hispanic or Latino	White	2007	"Other and unspecified viral diseases (A81-B00,B02-B04,B06-B19,B25,B27-B34)"	GR130-018	54	2210644	2.4
Not Hispanic or Latino	White	2007	#Candidiasis (B37)	GR130-019	4	2210644	Unreliable
Not Hispanic or Latino	White	2007	"All other and unspecified infectious and parasitic diseases (A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99)"	GR130-022	11	2210644	Unreliable
Not Hispanic or Latino	White	2007	Neoplasms (C00-D48)	GR130-023	69	2210644	3.1
Not Hispanic or Latino	White	2007	#Malignant neoplasms (C00-C97)	GR130-024	41	2210644	1.9
Not Hispanic or Latino	White	2007	Hodgkin's disease and non-Hodgkin's lymphomas (C81-C85)	GR130-025	2	2210644	Unreliable
Not Hispanic or Latino	White	2007	Leukemia (C91-C95)	GR130-026	15	2210644	Unreliable
Not Hispanic or Latino	White	2007	"Other and unspecified malignant neoplasms (C00-C80,C88,C90,C96-C97)"	GR130-027	24	2210644	1.1
Not Hispanic or Latino	White	2007	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR130-028	28	2210644	1.3
Not Hispanic or Latino	White	2007	#Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89)	GR130-029	46	2210644	2.1
Not Hispanic or Latino	White	2007	Anemias (D50-D64)	GR130-030	3	2210644	Unreliable
Not Hispanic or Latino	White	2007	Hemorrhagic conditions and other diseases of blood and blood-forming organs (D65-D76)	GR130-031	31	2210644	1.4
Not Hispanic or Latino	White	2007	Certain disorders involving the immune mechanism (D80-D89)	GR130-032	12	2210644	Unreliable
Not Hispanic or Latino	White	2007	"Endocrine, nutritional and metabolic diseases (E00-E88)"	GR130-033	122	2210644	5.5
Not Hispanic or Latino	White	2007	"#Short stature, not elsewhere classified (E34.3)"	GR130-034	2	2210644	Unreliable
Not Hispanic or Latino	White	2007	#Nutritional deficiencies (E40-E64)	GR130-035	2	2210644	Unreliable
Not Hispanic or Latino	White	2007	#Cystic fibrosis (E84)	GR130-036	7	2210644	Unreliable
Not Hispanic or Latino	White	2007	"#Volume depletion, disorders of fluid, electrolyte and acid-base balance (E86-E87)"	GR130-037	19	2210644	Unreliable
Not Hispanic or Latino	White	2007	"All other endocrine, nutritional and metabolic diseases (E00-E32,E34.0-E34.2,E34.4-E34.9,E65-E83,E85,E88)"	GR130-038	92	2210644	4.2
Not Hispanic or Latino	White	2007	Diseases of the nervous system (G00-G98)	GR130-039	196	2210644	8.9
Not Hispanic or Latino	White	2007	"#Meningitis (G00,G03)"	GR130-040	35	2210644	1.6
Not Hispanic or Latino	White	2007	"#Infantile spinal muscular atrophy, type I (Werdnig-Hoffman) (G12.0)"	GR130-041	8	2210644	Unreliable
Not Hispanic or Latino	White	2007	#Infantile cerebral palsy (G80)	GR130-042	5	2210644	Unreliable
Not Hispanic or Latino	White	2007	"#Anoxic brain damage, not elsewhere classified (G93.1)"	GR130-043	19	2210644	Unreliable
Not Hispanic or Latino	White	2007	"Other diseases of nervous system (G04,G06-G11,G12.1-G12.9,G20-G72,G81-G92,G93.0,G93.2-G93.9,G95-G98)"	GR130-044	129	2210644	5.8
Not Hispanic or Latino	White	2007	#Diseases of the ear and mastoid process (H60-H93)	GR130-045	2	2210644	Unreliable
Not Hispanic or Latino	White	2007	#Diseases of the circulatory system (I00-I99)	GR130-046	265	2210644	12
Not Hispanic or Latino	White	2007	Pulmonary heart disease and diseases of pulmonary circulation (I26-I28)	GR130-047	39	2210644	1.8
Not Hispanic or Latino	White	2007	"Pericarditis, endocarditis and myocarditis (I30,I33,I40)"	GR130-048	6	2210644	Unreliable
Not Hispanic or Latino	White	2007	Cardiomyopathy (I42)	GR130-049	46	2210644	2.1
Not Hispanic or Latino	White	2007	Cardiac arrest (I46)	GR130-050	16	2210644	Unreliable
Not Hispanic or Latino	White	2007	Cerebrovascular diseases (I60-I69)	GR130-051	64	2210644	2.9
Not Hispanic or Latino	White	2007	"All other diseases of circulatory system (I00-I25,I31,I34-I38,I44-I45,I47-I51,I70-I99)"	GR130-052	94	2210644	4.3
Not Hispanic or Latino	White	2007	"Diseases of the respiratory system (J00-J98,U04)"	GR130-053	259	2210644	11.7
Not Hispanic or Latino	White	2007	#Acute upper respiratory infections (J00-J06)	GR130-054	6	2210644	Unreliable
Not Hispanic or Latino	White	2007	#Influenza and pneumonia (J09-J18)	GR130-055	88	2210644	4
Not Hispanic or Latino	White	2007	Influenza (J09-J11)	GR130-056	4	2210644	Unreliable
Not Hispanic or Latino	White	2007	Pneumonia (J12-J18)	GR130-057	84	2210644	3.8
Not Hispanic or Latino	White	2007	#Acute bronchitis and acute bronchiolitis (J20-J21)	GR130-058	14	2210644	Unreliable
Not Hispanic or Latino	White	2007	"#Bronchitis, chronic and unspecified (J40-J42)"	GR130-059	9	2210644	Unreliable
Not Hispanic or Latino	White	2007	#Asthma (J45-J46)	GR130-060	1	2210644	Unreliable
Not Hispanic or Latino	White	2007	#Pneumonitis due to solids and liquids (J69)	GR130-061	4	2210644	Unreliable
Not Hispanic or Latino	White	2007	"Other and unspecified diseases of respiratory system (J22,J30-J39,J43-J44,J47-J68,J70-J98,U04)"	GR130-062	137	2210644	6.2
Not Hispanic or Latino	White	2007	Diseases of the digestive system (K00-K92)	GR130-063	243	2210644	11
Not Hispanic or Latino	White	2007	"#Gastritis, duodenitis, and noninfective enteritis and colitis (K29,K50-K55)"	GR130-064	134	2210644	6.1
Not Hispanic or Latino	White	2007	"#Hernia of abdominal cavity and intestinal obstruction without hernia (K40-K46,K56)"	GR130-065	38	2210644	1.7
Not Hispanic or Latino	White	2007	"All other and unspecified diseases of digestive system (K00-K28,K30-K38,K57-K92)"	GR130-066	71	2210644	3.2
Not Hispanic or Latino	White	2007	Diseases of the genitourinary system (N00-N95)	GR130-067	70	2210644	3.2
Not Hispanic or Latino	White	2007	"#Renal failure and other disorders of kidney (N17-N19,N25,N27)"	GR130-068	58	2210644	2.6
Not Hispanic or Latino	White	2007	"Other and unspecified diseases of genitourinary system (N00-N15,N20-N23,N26,N28-N95)"	GR130-069	12	2210644	Unreliable
Not Hispanic or Latino	White	2007	Certain conditions originating in the perinatal period (P00-P96)	GR130-070	5999	2210644	271.4
Not Hispanic or Latino	White	2007	"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)"	GR130-071	1445	2210644	65.4
Not Hispanic or Latino	White	2007	#Newborn affected by maternal hypertensive disorders (P00.0)	GR130-072	37	2210644	1.7
Not Hispanic or Latino	White	2007	#Newborn affected by other maternal conditions which may be unrelated to present pregnancy (P00.1-P00.9)	GR130-073	41	2210644	1.9
Not Hispanic or Latino	White	2007	#Newborn affected by maternal complications of pregnancy (P01)	GR130-074	776	2210644	35.1
Not Hispanic or Latino	White	2007	Newborn affected by incompetent cervix (P01.0)	GR130-075	193	2210644	8.7
Not Hispanic or Latino	White	2007	Newborn affected by premature rupture of membranes (P01.1)	GR130-076	366	2210644	16.6
Not Hispanic or Latino	White	2007	Newborn affected by multiple pregnancy (P01.5)	GR130-077	125	2210644	5.7
Not Hispanic or Latino	White	2007	"Newborn affected by other maternal complications of pregnancy (P01.2-P01.4,P01.6-P01.9)"	GR130-078	92	2210644	4.2
Not Hispanic or Latino	White	2007	"#Newborn affected by complications of placenta, cord and membranes (P02)"	GR130-079	508	2210644	23
